objectid,parentid,filename,title,creator,date,archival date,description,subject,source,finding aid,format original,format,digital collection,contributing institution,language,rights,rightsstatement,notes,identifier,musicians,location,latitude,longitude,type,digital collection link,display_template,object_location,image_small,image_thumb
cheatham011,,ijcmg008_b001_f002_f003-002.jpg,"Doc Cheatham in Philipsburg, Sint Maarten",,1990-11,November 1990,"Doc Cheatham poses for a picture on a street in Philipsburg, capital of Sint Maarten. He wears a hat, red and white checkered short sleeve button-up, bolo tie, blue and white striped trousers, gold watch, black shoes, and sunglasses. In his left breast pocket is a photo or piece of paper. To the left and behind him is Sr. Marie Laurence Primary School, as well as a Golden Dragon Chinese Restaurant. In the background is a sign for the popular tourist destination Bobby's Marina, and in the distance is a tree-covered hill. To the right, lining the street, are parked cars. Sint Maarten was a stop on this November 1990 Norwegian Cruise Line journey to the Bahamas.",jazz musician; cruise; st maarten; color photograph,"Doc Cheatham Papers, 1892-1995, IJC MG 8, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv94037,color photograph,image/jpeg,Doc Cheatham Collection,University of Idaho Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,ijcmg008_b001_f002_f003-002,,"Philipsburg, Sint Maarten",18.029584,-63.047137,Image;StillImage,,image,https://objects.lib.uidaho.edu/cheatham/ijcmg008_b001_f002_f003-002.jpg,https://objects.lib.uidaho.edu/cheatham/small/ijcmg008_b001_f002_f003-002_sm.jpg,https://objects.lib.uidaho.edu/cheatham/thumbs/ijcmg008_b001_f002_f003-002_th.jpg
cheatham012,,ijcmg008_b001_f002_f003-003.jpg,Doc Cheatham on beach in Sint Maarten,,1990-11,November 1990,"Doc Cheatham stands on the Great Bay Beach in Sint Maarten. He wears a hat, red and white checkered short sleeve button-up, bolo tie, blue and white striped trousers, gold watch, black shoes, and sunglasses. In his left breast pocket is a photo or piece of paper. In the background is water, buildings lining the beach, and foliage-covered hills. Sint Maarten was a stop on this November 1990 Norwegian Cruise Line journey to the Bahamas.",jazz musician; cruise; st maarten; beach; color photograph,"Doc Cheatham Papers, 1892-1995, IJC MG 8, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv94038,color photograph,image/jpeg,Doc Cheatham Collection,University of Idaho Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,ijcmg008_b001_f002_f003-003,,"Great Bay Beach, Philipsburg, Sint Maarten",18.0175898,-63.0524916,Image;StillImage,,image,https://objects.lib.uidaho.edu/cheatham/ijcmg008_b001_f002_f003-003.jpg,https://objects.lib.uidaho.edu/cheatham/small/ijcmg008_b001_f002_f003-003_sm.jpg,https://objects.lib.uidaho.edu/cheatham/thumbs/ijcmg008_b001_f002_f003-003_th.jpg
cheatham013,,ijcmg008_b001_f002_f003-004.jpg,Doc Cheatham and daughter aboard cruise,,1990-11,November 1990,"Doc Cheatham and his daughter, Alice, smile as they sit aboard red chairs on a cruise ship. He wears black-rimmed glasses, a navy suit jacket and pants, a white button-up, a gold watch, a red bowtie with polka dots, and a red pocket-square. On his right, Alice wears gold jewelry, a black lace shawl, and a black long dress with spaghetti straps. On the circular table to the left of them is a glass partially filled with liquid, and a menu. Alice Cheatham Croker and Amanda ""Nellie"" Cheatham (Croker's mother and Doc's widow), accepted the Grammy Doc Cheatham received posthumously in 1998.","jazz musician; cruise; color photograph; alicia cheatham croker; amanda ""nellie"" cheatham","Doc Cheatham Papers, 1892-1995, IJC MG 8, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv94039,color photograph,image/jpeg,Doc Cheatham Collection,University of Idaho Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,ijcmg008_b001_f002_f003-004,,,,,Image;StillImage,,image,https://objects.lib.uidaho.edu/cheatham/ijcmg008_b001_f002_f003-004.jpg,https://objects.lib.uidaho.edu/cheatham/small/ijcmg008_b001_f002_f003-004_sm.jpg,https://objects.lib.uidaho.edu/cheatham/thumbs/ijcmg008_b001_f002_f003-004_th.jpg
cheatham014,,ijcmg008_b001_f002-photo001.jpg,Doc Cheatham with his Key to the City of Savannah,,1996,1996,"Doc Cheatham wears an olive green cap, black-rimmed glasses, bolo tie, light blue dress shirt, black suit jacket, dark grey slacks, black shiny dress shoes, and holds a black cane in his right hand. He stands outside of the Savannah Old City Hall in Savannah, GA and looks to the right. In his left hand is a Key to the City of Savannah on blue velvet backing. Cheatham received the key in 1996 with fellow musicians James Moody (1925-2010), Jon Faddis (1953-), and Irene Reid (1930-2008). Behind Cheatham are stone steps with a black railing and a stone pillar. On the pillar is the Savannah Historical Marker, commemorating the first steamship to cross the ocean.","savannah, georgia; key to the city of savannah; color photograph; savannah historical marker; savannah old city hall; savannah steamship","Doc Cheatham Papers, 1892-1995, IJC MG 8, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv94040,color photograph,image/jpeg,Doc Cheatham Collection,University of Idaho Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,ijcmg008_b001_f002-photo001,James Moody; Jon Faddis; Irene Reid,"Savannah, Georgia",32.08095,-81.09133333,Image;StillImage,,image,https://objects.lib.uidaho.edu/cheatham/ijcmg008_b001_f002-photo001.jpg,https://objects.lib.uidaho.edu/cheatham/small/ijcmg008_b001_f002-photo001_sm.jpg,https://objects.lib.uidaho.edu/cheatham/thumbs/ijcmg008_b001_f002-photo001_th.jpg
cheatham015,,ijcmg008_b001_f003-001.jpg,Alice Anthony and family,,1892,1892,"Sepia photo of Alice Anthony Cheatham (1876-1959) and family. Seven people stand and three people sit on steps leading to the brick building behind them. They are all dressed in formal wear and none are looking at the camera. Alice is the rightmost figure, wearing a light-colored blouse, belt, and long skirt. In marker is written ""ALLEN TEMPLE ATLANTA GA 1892"" on the top center, and an arrow pointing to Alice with ""ALICE MOM"" written above her. The photo is pasted on a cardboard backing. On the back of the cardboard is written ""Allen Temple Atlanta 1892"" in pencil and black marker. Alice, who was ""part Indian, mixed with Oriental"" (I Guess I'll Get the Papers and Go Home Advance pg 1), worked as a maid and schoolteacher in Tennessee.","alice anthony cheatham; allen temple; atlanta, georgia; sepia photograph","Doc Cheatham Papers, 1892-1995, IJC MG 8, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv94041,sepia photograph,image/jpeg,Doc Cheatham Collection,University of Idaho Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,Oldest artifact in collection,ijcmg008_b001_f003-001,,"Allen Temple, Atlanta, Georgia",33.753746,-84.38633,Image;StillImage,,image,https://objects.lib.uidaho.edu/cheatham/ijcmg008_b001_f003-001.jpg,https://objects.lib.uidaho.edu/cheatham/small/ijcmg008_b001_f003-001_sm.jpg,https://objects.lib.uidaho.edu/cheatham/thumbs/ijcmg008_b001_f003-001_th.jpg
cheatham016,,ijcmg008_b001_f004-002.jpg,"Doc Cheatham, family, and the Cab Calloway Orchestra",Gus Anderson,1934,1934,"Doc Cheatham, family, and Cab Calloway's orchestra. Front row (L-R): two unidentified women; Doc Cheatham's mother, Alice L. Anthony Cheatham (1876-1959); Doc Cheatham, trumpet; Doc Cheatham's father, Marshall Nye Cheatham (1869-1942); Cab Calloway; and Leroy Maxey, drummer. Standing (L-R): Lammar Wright, trumpet; DePriest Wheeler, trombone; Morris White, guitar; Eddie Barefield, alto saxophone; Harry White, trombone; Walter ""Foots"" Thomas, tenor saxophone; Arville Harris, alto saxophone and clarinet; Benny Payne, piano; Al Morgan, bass; unidentified man; Edwin Swayze, trumpet (marked with an X); and Andrew Brown, alto saxophone. On the top right in cursive is written: ""Mother from Edward."" On the bottom left is ""Gus Anderson '34."" The picture has four small holes poked through the corners, such as those made by thumbtacks.",tenor saxophone; Arville Harris,"Doc Cheatham Papers, 1892-1995, IJC MG 8, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv94042,black and white photograph,image/jpeg,Doc Cheatham Collection,University of Idaho Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,ijcmg008_b001_f004-002,,"Nashville, Tennessee",36.174465,-86.76796,Image;StillImage,,image,https://objects.lib.uidaho.edu/cheatham/ijcmg008_b001_f004-002.jpg,https://objects.lib.uidaho.edu/cheatham/small/ijcmg008_b001_f004-002_sm.jpg,https://objects.lib.uidaho.edu/cheatham/thumbs/ijcmg008_b001_f004-002_th.jpg
cheatham017,,ijcmg008_b001_f004-003.jpg,Eddie Barefield and Doc Cheatham in Florida,Milt Hinton,1951,1949-1953,"Doc Cheatham poses with Eddie Barefield (1909-1991) in swimming attire. The two performed in Cab Calloway (1907-1994)'s jazz band together and were there on tour along with Milt Hinton (1910-2000), his wife Mona Hinton (19192008), and others. Barefield was a saxophonist, clarinetist and arranger who also worked with Louis Armstrong (1901-1971), Ella Fitzgerald (1917-1966), and Duke Ellington (1899-1974). The musicians stand on a diving board extending over a pool. In the background, a person sits at the edge of the pool. Behind is part of the Sir John Hotel. To the right of Cheatham is a sign reading ""Shower before entering pool."" The Sir John Hotel, which opened in 1951 under the moniker Lord Calvert Hotel, hosted many famous people, such as Nat King Cole, Ella Fitzgerald, Cab Calloway, and Muhammed Ali until it was torn down in the 1960s. Milt Hinton, bassist, and photographer, wrote in his book Playing the Changes, ""We were staying at a brand new black motel called the Sir John. It was considered luxurious in those days because it had a pool and its own little nightclub,"" (pg 136), the Knight Beat Club. The hotel was popular in Overtown, an area of segregated Miami where people of color were allowed to stay. The picture has four small holes poked through the corners, such as those made by thumbtacks.","sir john hotel; lord calvert hotel; miami, florida; overtown, miami; mona hinton","Doc Cheatham Papers, 1892-1995, IJC MG 8, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv94043,black and white photograph,image/jpeg,Doc Cheatham Collection,University of Idaho Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,ijcmg008_b001_f004-003,Cab Calloway; Eddie Barefield; Milt Hinton,"276 NW 6 St Miami, FL",25.77988218,-80.1991447,Image;StillImage,,image,https://objects.lib.uidaho.edu/cheatham/ijcmg008_b001_f004-003.jpg,https://objects.lib.uidaho.edu/cheatham/small/ijcmg008_b001_f004-003_sm.jpg,https://objects.lib.uidaho.edu/cheatham/thumbs/ijcmg008_b001_f004-003_th.jpg
cheatham018,,ijcmg008_b001_f004-005.jpg,Alice Anthony Cheatham and Marshall Nye Cheatham portrait,,1901,1899-1903,"Alice Anthony Cheatham (1876-1959) on the left, standing next to Marshall Nye Cheatham (1869-1942) on the right, who is sitting. Alice wears a high-collar, lace dress and has a poofy hairstyle. Marshall sports an impressive mustache, a bowtie, and a suit jacket. Alice worked as a laboratory technician and teacher, while Marshall owned and operated a whites-only barber called ""Cheatham and Bibb's Barber Shop,"" in Nashville, Tennessee (I Guess I'll Get the Papers and Go Home pg 1). The couple would go on to have two sons, Marshall Nye Cheatham Jr. (1903-1978), and Doc Cheatham. The back of the picture has ""Estate of Doc Cheatham - Printed From Doc's Book."" The picture has four small holes poked through the corners, such as those made by thumbtacks. ",alice anthony cheatham; marshall nye cheatham,"Doc Cheatham Papers, 1892-1995, IJC MG 8, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv94044,sepia photograph,image/jpeg,Doc Cheatham Collection,University of Idaho Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,"Dr. Sonya Meyer, professor of Apparel, Textiles, and Design at the Margaret Ritchie School of Family and Consumer Sciences, estimates this to be the Cheatham parents' wedding portrait based on the clothing and birth years of Doc Cheatham and his brother, Marshall Nye Cheatham Jr. ",ijcmg008_b001_f004-005,,"Fulton, Georgia",33.803397,-84.396254,Image;StillImage,,image,https://objects.lib.uidaho.edu/cheatham/ijcmg008_b001_f004-005.jpg,https://objects.lib.uidaho.edu/cheatham/small/ijcmg008_b001_f004-005_sm.jpg,https://objects.lib.uidaho.edu/cheatham/thumbs/ijcmg008_b001_f004-005_th.jpg
cheatham019,,ijcmg008_b001_f004-006.jpg,Doc Cheatham with Milt Hinton,,,undated,"Doc Cheatham (right) and Milt Hinton (left) sit on a wooden bench outside of a building with lots of paned windows. They are both wearing dress shirts, slacks, bolo ties, and formal shoes. Cheatham wears a watch, a cap, and rimmed glasses. He appears to be in conversation with Hinton, who is looking down at papers he holds in his hands. The picture has four small holes poked through the corners, such as those made by thumbtacks.",jazz musicians,"Doc Cheatham Papers, 1892-1995, IJC MG 8, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv94045,black and white photograph,image/jpeg,Doc Cheatham Collection,University of Idaho Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,ijcmg008_b001_f004-006,Milt Hinton,,,,Image;StillImage,,image,https://objects.lib.uidaho.edu/cheatham/ijcmg008_b001_f004-006.jpg,https://objects.lib.uidaho.edu/cheatham/small/ijcmg008_b001_f004-006_sm.jpg,https://objects.lib.uidaho.edu/cheatham/thumbs/ijcmg008_b001_f004-006_th.jpg
cheatham020,,ijcmg008_b001_f004-008.jpg,Doc's Sweet Basil Quartet,Jane Folds,1997,1997,"Doc Cheatham sits and holds his trumpet. From left to right, Cheatham is surrounded by Jackie Williams (1933-), Bucky Calabrese (1927-1995), and Chuck Folds (1938-2022). They made up Doc's Quartet, performing on regular Sunday afternoons at the popular jazz restaurant Sweet Basil in Greenwich Village, New York. The right side edge has ""Folds"" written on it, presumably in reference to Jane Folds (-2022), the photographer and Chuck's wife. The picture has four small holes poked through the corners, such as those made by thumbtacks.",jazz musicians; sweet basil; greenwich village; jazz restaurant; trumpet; black-and-white photograph,"Doc Cheatham Papers, 1892-1995, IJC MG 8, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv94046,black and white photograph,image/jpeg,Doc Cheatham Collection,University of Idaho Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,ijcmg008_b001_f004-008,Jackie Williams; Chuck Folds;  Bucky Calabrese,"Sweet Basil, Greenwich Village, New York City, New York",40.73268676,-74.0036398,Image;StillImage,,image,https://objects.lib.uidaho.edu/cheatham/ijcmg008_b001_f004-008.jpg,https://objects.lib.uidaho.edu/cheatham/small/ijcmg008_b001_f004-008_sm.jpg,https://objects.lib.uidaho.edu/cheatham/thumbs/ijcmg008_b001_f004-008_th.jpg
cheatham021,,ijcmg008_b001_f005-001.pdf,Royal Viking Line Jazz Cruise article,Royal Viking Line,1990-05-27,27 May 1990,"New York Times newspaper advertisement about Royal Viking Line's jazz cruises. The ad mentions week-long trips from Manhattan to the Bahamas. These cruises boast ""the sounds of such jazz greats as Cab Calloway and Doc Cheatham.""",royal viking cruise line; jazz cruise; bermuda,"Doc Cheatham Papers, 1892-1995, IJC MG 8, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv94047,newspaper advertisement,application/pdf,Doc Cheatham Collection,University of Idaho Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,ijcmg008_b001_f005-001,Cab Calloway,"New York City, New York",40.7538,-73.9873,Text,,pdf,https://objects.lib.uidaho.edu/cheatham/ijcmg008_b001_f005-001.pdf,https://objects.lib.uidaho.edu/cheatham/small/ijcmg008_b001_f005-001_sm.jpg,https://objects.lib.uidaho.edu/cheatham/thumbs/ijcmg008_b001_f005-001_th.jpg
cheatham022,,ijcmg008_b001_f005-002.pdf,Denver Post Doc Cheatham Article,Jeff Bradley,1996-11-22,22 November 1996,"Article written by Denver Post Critic-At-Large Jeff Bradley titled ""'Doc' Cheatham's vitality rubs off from jazz-legend friends."" Bradley gives an overview of Cheatham's career, quotes from a phone interview between Bradley and the 91-year-old Cheatham about King Oliver, Freddie Keppard, and Louis Armstrong, and discusses Cheatham's upcoming performances. Bradley notes that Cheatham's style of playing is similar to Armstrong's. In the interview, Cheatham also talks about his knee arthritis, mentions that trumpeter Max Schlossberg (I Guess I'll Get the Papers and Go Home Advance Copy, pg. 50) taught him to breathe with his diaphragm, and touches on his recent album with Nicholas Payton. Details are given about the 18th Summit Jazz Party, in which Cheatham performed, and a concert at the University of Colorado alongside Dick Hyman, Ken Peplowski, and Howard Alden, both November 27, 1996.",jazz musician; denver post; live concert; university of colorado; summit jazz; denver school of the arts; jeff bradley,"Doc Cheatham Papers, 1892-1995, IJC MG 8, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv94048,newspaper article,application/pdf,Doc Cheatham Collection,University of Idaho Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,ijcmg008_b001_f005-002,"Joe ""King"" Oliver; Freddie Keppard; Louis Armstrong; Bessie Smith; Wilbur de Paris; Chick Webb; Sam Wooding; Cab Calloway; Billie Holiday; Perez Prado; Herbie Mann; Max Schlossberg; Benny Goodman; Lil Hardin; Luis Russell; Nicholas Payton; Dick Hyman; Randy Sandke; Ken Peplowski; Howard Alden; Peter Appleyard; Michael Moore; Butch Miles; Evan Christopher; Mike Pittsley; John Sheridan; Howard Elkins; Don Mopsick; Ed Torres; Howard Alden","The Denver Post, Denver, Colorado ",39.80496155,-104.9751612,Text,,pdf,https://objects.lib.uidaho.edu/cheatham/ijcmg008_b001_f005-002.pdf,https://objects.lib.uidaho.edu/cheatham/small/ijcmg008_b001_f005-002_sm.jpg,https://objects.lib.uidaho.edu/cheatham/thumbs/ijcmg008_b001_f005-002_th.jpg
cheatham023,,ijcmg008_b001_f005-007.pdf,Sunday Telegraph review of Doc Cheatham's autobiography with notes from Alyn Shipton,Alyn Shipton,1996-10-09,9 October 1996,"Scanned book review from Martin Gayford of the Sunday Telegraph of Doc's Autobiography I Guess I'll Get the Papers and Go Home with a note from the book's editor, Alyn Shipton (1953- ). Gayford notes ""Doc's tranquil and serene temperament"" and claims this memoir and discography ""will interest anyone who loves that period and style."" A 1952 portrait of Cheatham is included. Shipton writes in pen on the right page ""Good to talk to you last week. Here's the first major review of your book from the Sunday Telegraph. More to follow."" The note was sent from Oxford, England, where Shipton resides.",martin gayford; sunday telegraph; book review; autobiography; i guess i'll get the papers and go home,"Doc Cheatham Papers, 1892-1995, IJC MG 8, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv94049,handwritten note next to printed book review,application/pdf,Doc Cheatham Collection,University of Idaho Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,ijcmg008_b001_f005-007,Alyn Shipton,"Wheaten, Oxford, England",51.752022,-1.257677,Text,,pdf,https://objects.lib.uidaho.edu/cheatham/ijcmg008_b001_f005-007.pdf,https://objects.lib.uidaho.edu/cheatham/small/ijcmg008_b001_f005-007_sm.jpg,https://objects.lib.uidaho.edu/cheatham/thumbs/ijcmg008_b001_f005-007_th.jpg
cheatham024,,ijcmg008_b001_f005-008.pdf,"Excerpt from Adolphus ""Doc"" Cheatham record booklet",Jezebel Records,1973,1973,"Scan from page one of ""Adolphus 'Doc' Cheatham"" two-record set released by the label Jezebel Records. The top 2/3rds of the page has a picture of the Albert Wynn Band at the Dreamland Cafe in 1926, with Doc Cheatham, Al Wynn (1907-1973), and Brownie McGhee (1915-1996) in the front row from left to right, and an unidentified musician, Silas White, Ben Thigpen (1908-1971), Gerald Hobsen, and Jimmy Flowers in the back row from left to right. The notes quotes an article by jazz historian Nat Hentoff (1925-2017) on Cheatham, the book Who's Who of Jazz by John Chilton (1932-2016) on Cheatham's early-middle career, and Cheatham himself on how he became a musician. Cheatham wrote that he began playing drums, then switched to cornet, in the Bright Future Stars band, which met at the Philips Chapel in Nashville; each practice cost 25 cents.","jazz musician; trumpet; jezebel records; dreamland cafe; record booklet; nat hentoff; john hilton; philips chapel, nashville, tennessee; bright future stars band; cornet; record","Doc Cheatham Papers, 1892-1995, IJC MG 8, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv94050,record booklet,application/pdf,Doc Cheatham Collection,University of Idaho Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,ijcmg008_b001_f005-008,"Joe Thomas; Marion Hardy; John ""Bearcat"" Williams; Albert Wynn; Bobby Lee; Wilbur de Paris; Chick Webb; Sam Wooding; Cab Calloway; Teddy Wilson; Benny Carter; Fletcher Henderson; Eddie Haywood; Claude Hopkins; Marcelino Guerra; Perez Prado; Vic Dickenson; Benny Goodman; Sammy Orice; Herbie Mann; Ma Rainey; Count Basie; Max Kaminsky; Pee Wee Russell; John Hardy; Juanita Hall","Jezebel Records, Allentown, PA",40.61217329,-75.48927333,Text,,pdf,https://objects.lib.uidaho.edu/cheatham/ijcmg008_b001_f005-008.pdf,https://objects.lib.uidaho.edu/cheatham/small/ijcmg008_b001_f005-008_sm.jpg,https://objects.lib.uidaho.edu/cheatham/thumbs/ijcmg008_b001_f005-008_th.jpg
cheatham025,,ijcmg008_b001_f006_program.pdf,Program information about Doc Cheatham's 90th birthday party,Sweet Basil Jazz Club,1995-06,June 1995,"Sweet Basil jazz club program excerpt with details about Doc Cheatham's 90th birthday party. Cheatham regularly performed at Sunday brunches there for 17 years with his quartet, which consisted of himself, pianist Chuck Folds (1938-2022), bassist Earl May (1927-2008), and drummer Jackie Williams (1933-). There are two pages front and back. There is information about June 6-11 performances by Kenny Barron Quintet, the Tuesday June 13 Doc Cheatham's 90th Birthday Celebration, June 14-18 with Eddie Harris, June 20-25 with the Javon Jackson Quartet, June 27-July 2 with the Charnett Moffett Trio, and July 4-9 with the Terumasa Hino Quartet. The birthday celebration had an invitation-only reception and performances with Doc's quartet at 8 PM and 10 PM, with a $15 music charge.",birthday; sweet basil; new york; music program,"Doc Cheatham Papers, 1892-1995, IJC MG 8, University of Idaho Library Special Collections and Archives",https://archiveswest.orbiscascade.org/ark:80444/xv94051,program,application/pdf,Doc Cheatham Collection,University of Idaho Special Collections and Archives,eng,"In copyright, educational use permitted. Educational use includes non-commercial reproduction of text and images in materials for teaching and research purposes. For other contexts beyond fair use, including digital reproduction, please contact the University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu. The University of Idaho Library is not liable for any violations of the law by users.",http://rightsstatements.org/vocab/InC-EDU/1.0/,,ijcmg008_b001_f006_program,Earl May; Jackie Williams; Chuck Folds; Kenny Barron; John Stubblefield; Eddie Henderson; David Williams; Victor Lewis; Eddie Harris; Jonny King; Ira Coleman; Tony Reedus; Eric Reed; Peter Washington; Louis Nash; Ken Akai; Victor Lewis; Abraham Burton; Carlton Holmes; Yosuke Inoue; Michael Carvin,"Sweet Basil, Greenwich Village, New York City, New York",40.73268676,-74.0036398,Text,,pdf,https://objects.lib.uidaho.edu/cheatham/ijcmg008_b001_f006_program.pdf,https://objects.lib.uidaho.edu/cheatham/small/ijcmg008_b001_f006_program_sm.jpg,https://objects.lib.uidaho.edu/cheatham/thumbs/ijcmg008_b001_f006_program_th.jpg
