objectid,parentid,title,title_alternative,creator,publisher,date,date_is_approximate,description,subject,relation,contributing_institution,publisher_digital,source,listing_code,identifier,format_original,format,type,digitization specifications,rights,rightsstatement,language,metadata_cataloger,metadata_assistants,scanner_technician,scanner_assistants,collection_administrator,date created,date modified,reference url,cdmid,CONTENTdm file name,CONTENTdm file path,display_template,filename,object_location,image_small,image_thumb
ijc_lee_morse_011,,Lee Morse Professional Photograph,,,De Mirjian Studios 1591-97 B'Way  N.Y.,1930,y,Black and white photograph of Lee Morse sitting and holding a guitar.,"Morse, Lee, d. 1954",Lee Morse Collection,International Jazz Collections,University of Idaho Library,"MG 019,  Box 06, Folder 012, International Jazz Collections, University of Idaho Special Collections and Archives, https://www.ijc.uidaho.edu",IJC019,LM.0012,Black & white photographs,image/jpeg,Image;StillImage,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop 7.0, Archival Master file is a TIFF","In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski,"Kevin Dobbins, Deborah Green",Kevin Dobbins,,Deborah Green and Nathan Bender,2008-07-28,2014-10-28,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijclm/id/25,25,26.jpg,/ijclm/image/26.jpg,image,ijc_lee_morse_011.jpg,https://objects.lib.uidaho.edu/ijc/morse_lee/ijc_lee_morse_011.jpg,https://objects.lib.uidaho.edu/ijc/morse_lee/small/ijc_lee_morse_011_sm.jpg,https://objects.lib.uidaho.edu/ijc/morse_lee/thumbs/ijc_lee_morse_011_th.jpg
ijc_lee_morse_012,,Lee Morse Headshot,,S. Peyton,,1930,y,Black and white photograph of Lee Morse wearing a plaid dress.,"Morse, Lee, d. 1954",Lee Morse Collection,International Jazz Collections,University of Idaho Library,"MG 019,  Box 06, Folder 013, International Jazz Collections, University of Idaho Special Collections and Archives, https://www.ijc.uidaho.edu",IJC019,LM.0013,Black & white photographs,image/jpeg,Image;StillImage,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop 7.0, Archival Master file is a TIFF","In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski,"Kevin Dobbins, Deborah Green",Kevin Dobbins,,Deborah Green and Nathan Bender,2008-07-28,2014-10-28,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijclm/id/26,26,27.jpg,/ijclm/image/27.jpg,image,ijc_lee_morse_012.jpg,https://objects.lib.uidaho.edu/ijc/morse_lee/ijc_lee_morse_012.jpg,https://objects.lib.uidaho.edu/ijc/morse_lee/small/ijc_lee_morse_012_sm.jpg,https://objects.lib.uidaho.edu/ijc/morse_lee/thumbs/ijc_lee_morse_012_th.jpg
ijc_lee_morse_013,,Lee Morse Headshot,,Celebrity Chicago,,1930,y,Black and white photograph of Lee Morse holding a straw hat.,"Morse, Lee, d. 1954",Lee Morse Collection,International Jazz Collections,University of Idaho Library,"MG 019,  Box 06, Folder 014, International Jazz Collections, University of Idaho Special Collections and Archives, https://www.ijc.uidaho.edu",IJC019,LM.0014,Black & white photographs,image/jpeg,Image;StillImage,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop 7.0, Archival Master file is a TIFF","In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski,"Kevin Dobbins, Deborah Green",Kevin Dobbins,,Deborah Green and Nathan Bender,2008-07-28,2014-10-28,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijclm/id/27,27,28.jpg,/ijclm/image/28.jpg,image,ijc_lee_morse_013.jpg,https://objects.lib.uidaho.edu/ijc/morse_lee/ijc_lee_morse_013.jpg,https://objects.lib.uidaho.edu/ijc/morse_lee/small/ijc_lee_morse_013_sm.jpg,https://objects.lib.uidaho.edu/ijc/morse_lee/thumbs/ijc_lee_morse_013_th.jpg
ijc_lee_morse_014,,Lee Morse Headshot,,,,1930,y,Black and white photograph of Lee Morse in profile. ,"Morse, Lee, d. 1954",Lee Morse Collection,International Jazz Collections,University of Idaho Library,"MG 019,  Box 06, Folder 015, International Jazz Collections, University of Idaho Special Collections and Archives, https://www.ijc.uidaho.edu",IJC019,LM.0015,Black & white photographs,image/jpeg,Image;StillImage,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop 7.0, Archival Master file is a TIFF","In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski,"Kevin Dobbins, Deborah Green",Kevin Dobbins,,Deborah Green and Nathan Bender,2008-07-28,2014-10-28,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijclm/id/28,28,29.jpg,/ijclm/image/29.jpg,image,ijc_lee_morse_014.jpg,https://objects.lib.uidaho.edu/ijc/morse_lee/ijc_lee_morse_014.jpg,https://objects.lib.uidaho.edu/ijc/morse_lee/small/ijc_lee_morse_014_sm.jpg,https://objects.lib.uidaho.edu/ijc/morse_lee/thumbs/ijc_lee_morse_014_th.jpg
ijc_lee_morse_015,,Lee Morse Autographed Headshot,,S. Peyton,,1930,y,Black and white photograph of Lee Morse. Inscription: For Bob  Whats the big idea  Coo!  Coo!  For you baby  Your the best one  Love from Lee,"Morse, Lee, d. 1954",Lee Morse Collection,International Jazz Collections,University of Idaho Library,"MG 019,  Box 06, Folder 016, International Jazz Collections, University of Idaho Special Collections and Archives, https://www.ijc.uidaho.edu",IJC019,LM.0016,Black & white photographs,image/jpeg,Image;StillImage,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop 7.0, Archival Master file is a TIFF","In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski,"Kevin Dobbins, Deborah Green",Kevin Dobbins,,Deborah Green and Nathan Bender,2008-07-28,2014-10-28,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijclm/id/29,29,30.jpg,/ijclm/image/30.jpg,image,ijc_lee_morse_015.jpg,https://objects.lib.uidaho.edu/ijc/morse_lee/ijc_lee_morse_015.jpg,https://objects.lib.uidaho.edu/ijc/morse_lee/small/ijc_lee_morse_015_sm.jpg,https://objects.lib.uidaho.edu/ijc/morse_lee/thumbs/ijc_lee_morse_015_th.jpg
ijc_lee_morse_016,,Lee Morse Headshot,,Apeda N.Y.,,1930,y,Black and white photograph of Lee Morse.,"Morse, Lee, d. 1954",Lee Morse Collection,International Jazz Collections,University of Idaho Library,"MG 019,  Box 06, Folder 017, International Jazz Collections, University of Idaho Special Collections and Archives, https://www.ijc.uidaho.edu",IJC019,LM.0017,Black & white photographs,image/jpeg,Image;StillImage,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop 7.0, Archival Master file is a TIFF","In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski,"Kevin Dobbins, Deborah Green",Kevin Dobbins,,Deborah Green and Nathan Bender,2008-07-28,2014-10-28,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijclm/id/30,30,31.jpg,/ijclm/image/31.jpg,image,ijc_lee_morse_016.jpg,https://objects.lib.uidaho.edu/ijc/morse_lee/ijc_lee_morse_016.jpg,https://objects.lib.uidaho.edu/ijc/morse_lee/small/ijc_lee_morse_016_sm.jpg,https://objects.lib.uidaho.edu/ijc/morse_lee/thumbs/ijc_lee_morse_016_th.jpg
ijc_lee_morse_017,,Lee Morse Headshot,,Apeda N.Y.,,1930,y,Black and white photograph of Lee Morse.,"Morse, Lee, d. 1954",Lee Morse Collection,International Jazz Collections,University of Idaho Library,"MG 019,  Box 06, Folder 018, International Jazz Collections, University of Idaho Special Collections and Archives, https://www.ijc.uidaho.edu",IJC019,LM.0018,Black & white photographs,image/jpeg,Image;StillImage,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop 7.0, Archival Master file is a TIFF","In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski,"Kevin Dobbins, Deborah Green",Kevin Dobbins,,Deborah Green and Nathan Bender,2008-07-28,2014-10-28,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijclm/id/31,31,32.jpg,/ijclm/image/32.jpg,image,ijc_lee_morse_017.jpg,https://objects.lib.uidaho.edu/ijc/morse_lee/ijc_lee_morse_017.jpg,https://objects.lib.uidaho.edu/ijc/morse_lee/small/ijc_lee_morse_017_sm.jpg,https://objects.lib.uidaho.edu/ijc/morse_lee/thumbs/ijc_lee_morse_017_th.jpg
ijc_lee_morse_018,,Lee Morse in Costume,,,,1930,y,Black and white photograph of Lee Morse. ,"Morse, Lee, d. 1954",Lee Morse Collection,International Jazz Collections,University of Idaho Library,"MG 019,  Box 06, Folder 019, International Jazz Collections, University of Idaho Special Collections and Archives, https://www.ijc.uidaho.edu",IJC019,LM.0019,Black & white photographs,image/jpeg,Image;StillImage,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop 7.0, Archival Master file is a TIFF","In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski,"Kevin Dobbins, Deborah Green",Kevin Dobbins,,Deborah Green and Nathan Bender,2008-07-28,2014-10-28,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijclm/id/32,32,33.jpg,/ijclm/image/33.jpg,image,ijc_lee_morse_018.jpg,https://objects.lib.uidaho.edu/ijc/morse_lee/ijc_lee_morse_018.jpg,https://objects.lib.uidaho.edu/ijc/morse_lee/small/ijc_lee_morse_018_sm.jpg,https://objects.lib.uidaho.edu/ijc/morse_lee/thumbs/ijc_lee_morse_018_th.jpg
ijc_lee_morse_019,,Lee Morse with Hat,,,,1930,y,Black and white photograph of Lee Morse holding a straw hat. ,"Morse, Lee, d. 1954",Lee Morse Collection,International Jazz Collections,University of Idaho Library,"MG 019,  Box 06, Folder 020, International Jazz Collections, University of Idaho Special Collections and Archives, https://www.ijc.uidaho.edu",IJC019,LM.0020,Black & white photographs,image/jpeg,Image;StillImage,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop 7.0, Archival Master file is a TIFF","In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski,"Kevin Dobbins, Deborah Green",Kevin Dobbins,,Deborah Green and Nathan Bender,2008-07-28,2014-10-28,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijclm/id/33,33,34.jpg,/ijclm/image/34.jpg,image,ijc_lee_morse_019.jpg,https://objects.lib.uidaho.edu/ijc/morse_lee/ijc_lee_morse_019.jpg,https://objects.lib.uidaho.edu/ijc/morse_lee/small/ijc_lee_morse_019_sm.jpg,https://objects.lib.uidaho.edu/ijc/morse_lee/thumbs/ijc_lee_morse_019_th.jpg
ijc_lee_morse_020,,Lee Morse Autographed Headshot,,Apeda N.Y.,,1930,y,"Black and white photograph of Lee Morse. Inscription: For ""My Little Bobby""  From Lee.  ","Morse, Lee, d. 1954",Lee Morse Collection,International Jazz Collections,University of Idaho Library,"MG 019,  Box 06, Folder 021, International Jazz Collections, University of Idaho Special Collections and Archives, https://www.ijc.uidaho.edu",IJC019,LM.0021,Black & white photographs,image/jpeg,Image;StillImage,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop 7.0, Archival Master file is a TIFF","In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski,"Kevin Dobbins, Deborah Green",Kevin Dobbins,,Deborah Green and Nathan Bender,2008-07-28,2014-10-28,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijclm/id/34,34,35.jpg,/ijclm/image/35.jpg,image,ijc_lee_morse_020.jpg,https://objects.lib.uidaho.edu/ijc/morse_lee/ijc_lee_morse_020.jpg,https://objects.lib.uidaho.edu/ijc/morse_lee/small/ijc_lee_morse_020_sm.jpg,https://objects.lib.uidaho.edu/ijc/morse_lee/thumbs/ijc_lee_morse_020_th.jpg
ijc_lee_morse_021,,Lee Morse Headshot,,,,1930,y,Black and white photograph of Lee Morse.,"Morse, Lee, d. 1954",Lee Morse Collection,International Jazz Collections,University of Idaho Library,"MG 019,  Box 06, Folder 023, International Jazz Collections, University of Idaho Special Collections and Archives, https://www.ijc.uidaho.edu",IJC019,LM.0023,Black & white photographs,image/jpeg,Image;StillImage,"300 dpi, 24-bit depth, color, Epson Expression 1640 XL Scanner, Epson TWAIN Pro, Adobe Photoshop 7.0, Archival Master file is a TIFF","In Copyright - Educational Use Permitted. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Michael Tarabulski,"Kevin Dobbins, Deborah Green",Kevin Dobbins,,Deborah Green and Nathan Bender,2008-07-28,2014-10-28,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/ijclm/id/35,35,36.jpg,/ijclm/image/36.jpg,image,ijc_lee_morse_021.jpg,https://objects.lib.uidaho.edu/ijc/morse_lee/ijc_lee_morse_021.jpg,https://objects.lib.uidaho.edu/ijc/morse_lee/small/ijc_lee_morse_021_sm.jpg,https://objects.lib.uidaho.edu/ijc/morse_lee/thumbs/ijc_lee_morse_021_th.jpg
